codigo_municipio,municipio,uf,proporcao_haddad,proporcao_bolsonaro,votos_haddad,votos_bolsonaro,votos_validos
4312153,MATO LEITÃO,RS,0.323,0.677,968,2032,3000
4315156,PROGRESSO,RS,0.468,0.532,1784,2029,3813
4302659,BROCHIER,RS,0.325,0.675,967,2008,2975
4306734,DOUTOR MAURÍCIO CARDOSO,RS,0.381,0.619,1235,2005,3240
4304358,CANDIOTA,RS,0.637,0.363,3524,2005,5529
4309704,HUMAITÁ,RS,0.38,0.62,1227,2002,3229
4310538,ITAARA,RS,0.348,0.652,1066,1999,3065
4315354,QUINZE DE NOVEMBRO,RS,0.276,0.724,761,1999,2760
4323408,VILA MARIA,RS,0.294,0.706,820,1968,2788
4315909,RODEIO BONITO,RS,0.477,0.523,1777,1950,3727
4307302,ERVAL SECO,RS,0.538,0.462,2261,1940,4201
4305900,CORONEL BICACO,RS,0.528,0.472,2163,1935,4098
4313359,NOVA ROMA DO SUL,RS,0.201,0.799,485,1924,2409
4313037,NOVA ESPERANÇA DO SUL,RS,0.369,0.631,1122,1922,3044
4313805,PALMITINHO,RS,0.568,0.432,2525,1917,4442
4319356,SÃO PEDRO DA SERRA,RS,0.221,0.779,538,1901,2439
4315750,RIOZINHO,RS,0.354,0.646,1034,1883,2917
4301073,ARROIO DO PADRE,RS,0.175,0.825,399,1876,2275
4303400,CAIÇARA,RS,0.43,0.57,1401,1859,3260
4303202,CACIQUE DOBLE,RS,0.395,0.605,1206,1847,3053
4311759,MANOEL VIANA,RS,0.534,0.466,2117,1845,3962
4311908,MARCELINO RAMOS,RS,0.409,0.591,1273,1840,3113
4314209,PEDRO OSÓRIO,RS,0.616,0.384,2904,1811,4715
4306304,DAVID CANABARRO,RS,0.409,0.591,1249,1808,3057
4312054,MARQUES DE SOUZA,RS,0.334,0.666,902,1801,2703
4322327,TURUÇU,RS,0.295,0.705,747,1789,2536
4318424,SÃO JOÃO DA URTIGA,RS,0.441,0.559,1411,1787,3198
4303673,CAMPESTRE DA SERRA,RS,0.143,0.857,295,1774,2069
4313086,NOVA PÁDUA,RS,0.07,0.93,134,1770,1904
4313003,NOVA BRÉSCIA,RS,0.184,0.816,397,1766,2163
4305603,COLORADO,RS,0.273,0.727,659,1759,2418
4305124,CERRITO,RS,0.555,0.445,2186,1752,3938
4308458,FORTALEZA DOS VALOS,RS,0.4,0.6,1163,1744,2907
4300034,ACEGUÁ,RS,0.371,0.629,1025,1739,2764
4306452,DOIS LAJEADOS,RS,0.217,0.783,480,1737,2217
4311502,LAVRAS DO SUL,RS,0.551,0.449,2130,1736,3866
4305504,CIRÍACO,RS,0.385,0.615,1084,1733,2817
4315008,PORTO LUCENA,RS,0.446,0.554,1385,1719,3104
4320859,TABAÍ,RS,0.395,0.605,1122,1719,2841
4313391,NOVO CABRAIS,RS,0.38,0.62,1046,1707,2753
4321956,TRINDADE DO SUL,RS,0.538,0.462,1980,1703,3683
4321352,TAVARES,RS,0.451,0.549,1395,1701,3096
4305132,CERRO BRANCO,RS,0.393,0.607,1101,1698,2799
4312443,MORRINHOS DO SUL,RS,0.289,0.711,688,1689,2377
4300638,AMARAL FERRADOR,RS,0.491,0.509,1630,1687,3317
4321477,TIRADENTES DO SUL,RS,0.521,0.479,1823,1674,3497
4315404,REDENTORA,RS,0.634,0.366,2899,1670,4569
4311981,MARIANA PIMENTEL,RS,0.35,0.65,896,1663,2559
4300059,ÁGUA SANTA,RS,0.306,0.694,730,1659,2389
4301800,BARRACÃO,RS,0.47,0.53,1468,1656,3124
4304671,CAPIVARI DO SUL,RS,0.369,0.631,964,1651,2615
4302501,BOSSOROCA,RS,0.538,0.462,1894,1626,3520
4302253,BOA VISTA DO SUL,RS,0.197,0.803,396,1612,2008
4313425,NOVO MACHADO,RS,0.364,0.636,915,1600,2515
4320354,SENTINELA DO SUL,RS,0.46,0.54,1358,1595,2953
4300570,ALTO FELIZ,RS,0.202,0.798,403,1592,1995
4320602,SEVERIANO DE ALMEIDA,RS,0.416,0.584,1117,1570,2687
4312104,MATA,RS,0.477,0.523,1434,1570,3004
4315149,PRESIDENTE LUCENA,RS,0.206,0.794,406,1567,1973
4307864,FAGUNDES VARELA,RS,0.16,0.84,296,1559,1855
4310900,JACUTINGA,RS,0.335,0.665,785,1558,2343
4318440,SÃO JORGE,RS,0.208,0.792,407,1550,1957
4314548,PINTO BANDEIRA,RS,0.152,0.848,277,1548,1825
4323101,VICENTE DUTRA,RS,0.473,0.527,1381,1540,2921
4313607,PAIM FILHO,RS,0.476,0.524,1392,1534,2926
4307203,ERVAL GRANDE,RS,0.522,0.478,1674,1530,3204
4314308,PEJUÇARA,RS,0.35,0.65,821,1526,2347
4308078,FAZENDA VILANOVA,RS,0.361,0.639,861,1525,2386
4323770,WESTFÁLIA,RS,0.256,0.744,523,1520,2043
4322855,VESPASIANO CORRÊA,RS,0.115,0.885,198,1518,1716
4312757,NOVA ALVORADA,RS,0.282,0.718,591,1506,2097
4304002,CAMPO NOVO,RS,0.521,0.479,1629,1496,3125
4312377,MONTE ALEGRE DOS CAMPOS,RS,0.344,0.656,783,1496,2279
4320321,SENADOR SALGADO FILHO,RS,0.3,0.7,640,1495,2135
4301552,ÁUREA,RS,0.404,0.596,1008,1484,2492
4312138,MATO CASTELHANO,RS,0.274,0.726,560,1481,2041
4314068,PASSA SETE,RS,0.495,0.505,1439,1470,2909
4319703,SÃO VALENTIM,RS,0.382,0.618,907,1466,2373
4305405,CHIAPETTA,RS,0.432,0.568,1102,1450,2552
4319125,SÃO MARTINHO DA SERRA,RS,0.33,0.67,710,1442,2152
4300851,ARAMBARÉ,RS,0.378,0.622,874,1437,2311
4303301,CAIBATÉ,RS,0.532,0.468,1624,1426,3050
4310363,IMIGRANTE,RS,0.276,0.724,542,1420,1962
4309654,HULHA NEGRA,RS,0.606,0.394,2154,1399,3553
4309753,IBARAMA,RS,0.492,0.508,1353,1398,2751
4318622,SÃO JOSÉ DOS AUSENTES,RS,0.339,0.661,715,1392,2107
4311791,MARATÁ,RS,0.224,0.776,402,1390,1792
4319711,SÃO VALENTIM DO SUL,RS,0.177,0.823,297,1380,1677
4309951,IBIRAPUITÃ,RS,0.467,0.533,1204,1374,2578
4305587,COLINAS,RS,0.222,0.778,392,1370,1762
4313011,NOVA CANDELÁRIA,RS,0.311,0.689,616,1365,1981
4306700,DONA FRANCISCA,RS,0.41,0.59,948,1363,2311
4323200,VICTOR GRAEFF,RS,0.3,0.7,583,1360,1943
4316436,SALDANHA MARINHO,RS,0.339,0.661,693,1354,2047
4319752,SÃO VENDELINO,RS,0.228,0.772,397,1347,1744
4321634,TRÊS ARROIOS,RS,0.333,0.667,669,1337,2006
4314498,PINHEIRINHO DO VALE,RS,0.502,0.498,1334,1326,2660
4306551,DOM PEDRO DE ALCÂNTARA,RS,0.302,0.698,573,1326,1899
4312617,MUITOS CAPÕES,RS,0.243,0.757,426,1326,1752
4304697,CAPITÃO,RS,0.319,0.681,620,1322,1942
4311718,MAÇAMBARÁ,RS,0.492,0.508,1279,1322,2601
4318432,SÃO JOÃO DO POLÊSINE,RS,0.315,0.685,605,1316,1921
4315172,PROTÁSIO ALVES,RS,0.147,0.853,227,1315,1542
4308433,FORQUETINHA,RS,0.299,0.701,560,1312,1872
4314472,PINHAL GRANDE,RS,0.512,0.488,1373,1311,2684
4300455,ALEGRIA,RS,0.482,0.518,1215,1308,2523
4321857,TRÊS PALMEIRAS,RS,0.556,0.444,1637,1308,2945
4305871,CORONEL BARROS,RS,0.339,0.661,667,1298,1965
4314779,PONTÃO,RS,0.5,0.5,1296,1297,2593
4303558,CAMARGO,RS,0.302,0.698,561,1295,1856
4312302,MIRAGUAÍ,RS,0.577,0.423,1761,1292,3053
4305850,COQUEIROS DO SUL,RS,0.293,0.707,535,1290,1825
4304952,CASEIROS,RS,0.378,0.622,783,1287,2070
4307054,ERNESTINA,RS,0.399,0.601,853,1284,2137
4318051,SÃO DOMINGOS DO SUL,RS,0.364,0.636,729,1276,2005
4311601,LIBERATO SALZANO,RS,0.611,0.389,2003,1276,3279
4321493,TOROPI,RS,0.365,0.635,730,1271,2001
4316477,SALVADOR DAS MISSÕES,RS,0.37,0.63,746,1271,2017
4323754,VITÓRIA DAS MISSÕES,RS,0.512,0.488,1332,1269,2601
4302584,BOZANO,RS,0.33,0.67,622,1264,1886
4301958,BARRA FUNDA,RS,0.383,0.617,785,1263,2048
4304101,CAMPOS BORGES,RS,0.461,0.539,1078,1262,2340
4323358,VILA LÂNGARO,RS,0.261,0.739,445,1261,1706
4307815,ESTRELA VELHA,RS,0.43,0.57,949,1259,2208
4311122,JAQUIRANA,RS,0.441,0.559,991,1256,2247
4307104,HERVAL,RS,0.655,0.345,2379,1252,3631
4313490,NOVO BARREIRO,RS,0.551,0.449,1518,1238,2756
4323457,VILA NOVA DO SUL,RS,0.499,0.501,1232,1235,2467
4310652,ITATI,RS,0.393,0.607,793,1223,2016
4310462,IPIRANGA DO SUL,RS,0.219,0.781,340,1209,1549
4321832,TRÊS FORQUILHAS,RS,0.394,0.606,785,1205,1990
4322525,VALE VERDE,RS,0.447,0.553,973,1203,2176
4311254,LAGOÃO,RS,0.661,0.339,2343,1202,3545
4321469,TIO HUGO,RS,0.364,0.636,679,1188,1867
4319208,SÃO NICOLAU,RS,0.587,0.413,1688,1186,2874
4319372,SÃO PEDRO DO BUTIÁ,RS,0.381,0.619,727,1181,1908
4318499,SÃO JOSÉ DO INHACORÁ,RS,0.346,0.654,624,1178,1802
4305439,CHUÍ,RS,0.566,0.434,1523,1168,2691
4306379,DILERMANDO DE AGUIAR,RS,0.425,0.575,865,1168,2033
4312427,MORMAÇO,RS,0.399,0.601,772,1165,1937
4305975,COXILHA,RS,0.422,0.578,847,1159,2006
4306973,EREBANGO,RS,0.4,0.6,765,1149,1914
4317756,SANTO ANTÔNIO DO PLANALTO,RS,0.262,0.738,406,1145,1551
4314753,POÇO DAS ANTAS,RS,0.257,0.743,396,1143,1539
4310850,JABOTICABA,RS,0.508,0.492,1165,1128,2293
4306759,DOUTOR RICARDO,RS,0.256,0.744,388,1126,1514
4315057,PORTO MAUÁ,RS,0.321,0.679,531,1125,1656
4315453,RELVADO,RS,0.236,0.764,347,1123,1470
4306130,CRUZALTENSE,RS,0.319,0.681,524,1121,1645
4318614,SÃO JOSÉ DO SUL,RS,0.235,0.765,340,1108,1448
4307401,ESMERALDA,RS,0.415,0.585,784,1106,1890
4322343,UBIRETAMA,RS,0.297,0.703,462,1092,1554
4305116,CENTENÁRIO,RS,0.494,0.506,1066,1091,2157
4320651,SILVEIRA MARTINS,RS,0.366,0.634,627,1087,1714
4306320,DERRUBADAS,RS,0.472,0.528,960,1076,2036
4302220,BOA VISTA DO CADEADO,RS,0.294,0.706,447,1073,1520
4314134,PAULO BENTO,RS,0.311,0.689,483,1068,1551
4316972,SANTA MARGARIDA DO SUL,RS,0.43,0.57,802,1064,1866
4307831,EUGÊNIO DE CASTRO,RS,0.391,0.609,679,1057,1736
4311734,MAMPITUBA,RS,0.488,0.512,1007,1055,2062
4321329,TAQUARUÇU DO SUL,RS,0.481,0.519,966,1042,2008
4322558,VANINI,RS,0.297,0.703,439,1041,1480
4317954,SANTO EXPEDITO DO SUL,RS,0.387,0.613,649,1030,1679
4322376,UNISTALDA,RS,0.444,0.556,816,1023,1839
4320230,SEDE NOVA,RS,0.44,0.56,796,1015,1811
4306957,ENTRE RIOS DO SUL,RS,0.473,0.527,910,1014,1924
4302238,BOA VISTA DO INCRA,RS,0.385,0.615,633,1012,1645
4317251,SANTA TEREZA,RS,0.224,0.776,289,1004,1293
4307450,ESPERANÇA DO SUL,RS,0.545,0.455,1196,1000,2196
4313334,NOVA RAMADA,RS,0.395,0.605,649,996,1645
4310702,ITATIBA DO SUL,RS,0.627,0.373,1670,995,2665
4301875,BARRA DO QUARAÍ,RS,0.492,0.508,963,994,1957
4323606,VISTA ALEGRE DO PRATA,RS,0.172,0.828,206,994,1200
4308052,FAXINALZINHO,RS,0.422,0.578,725,991,1716
4312955,NOVA BOA VISTA,RS,0.353,0.647,538,987,1525
4316733,SANTA CECÍLIA DO SUL,RS,0.299,0.701,419,982,1401
4323705,VISTA GAÚCHA,RS,0.476,0.524,886,974,1860
4309159,GRAMADO XAVIER,RS,0.568,0.432,1271,965,2236
4312674,NICOLAU VERGUEIRO,RS,0.328,0.672,467,955,1422
4322350,UNIÃO DA SERRA,RS,0.193,0.807,227,950,1177
4314787,PONTE PRETA,RS,0.326,0.674,457,946,1403
4304655,CAPÃO DO CIPÓ,RS,0.537,0.463,1094,943,2037
4305934,CORONEL PILAR,RS,0.193,0.807,225,942,1167
4305371,CHARRUA,RS,0.464,0.536,813,941,1754
4321626,TRAVESSEIRO,RS,0.406,0.594,641,938,1579
4314464,PINHAL DA SERRA,RS,0.429,0.571,701,934,1635
4300471,ALMIRANTE TAMANDARÉ DO SUL,RS,0.383,0.617,573,923,1496
4311270,LAGOA DOS TRÊS CANTOS,RS,0.246,0.754,300,918,1218
4323507,VISTA ALEGRE,RS,0.544,0.456,1089,911,2000
4306353,DEZESSEIS DE NOVEMBRO,RS,0.509,0.491,932,899,1831
4309258,GUABIJU,RS,0.198,0.802,222,897,1119
4311130,JARI,RS,0.586,0.414,1268,896,2164
4312351,MONTAURI,RS,0.23,0.77,268,896,1164
4308854,GENTIL,RS,0.256,0.744,307,891,1198
4314456,PINHAL,RS,0.46,0.54,758,891,1649
4310553,ITACURUBI,RS,0.527,0.473,984,882,1866
4322152,TUNAS,RS,0.652,0.348,1652,880,2532
4302600,BRAGA,RS,0.577,0.423,1190,871,2061
4311239,LAGOA BONITA DO SUL,RS,0.523,0.477,942,860,1802
4320453,SÉRIO,RS,0.458,0.542,706,834,1540
4305835,COQUEIRO BAIXO,RS,0.198,0.802,204,826,1030
4311643,LINHA NOVA,RS,0.257,0.743,283,819,1102
4317558,SANTO ANTÔNIO DO PALMA,RS,0.455,0.545,676,810,1486
4310751,IVORÁ,RS,0.42,0.58,582,805,1387
4302378,BOM PROGRESSO,RS,0.499,0.501,800,804,1604
4301859,BARRA DO GUARITA,RS,0.554,0.446,998,804,1802
4310579,ITAPUCA,RS,0.4,0.6,537,804,1341
4315958,ROLADOR,RS,0.522,0.478,871,796,1667
4304622,CAPÃO BONITO DO SUL,RS,0.469,0.531,694,787,1481
4315552,RIO DOS ÍNDIOS,RS,0.633,0.367,1349,782,2131
4300554,ALTO ALEGRE,RS,0.432,0.568,586,772,1358
4316428,SAGRADA FAMÍLIA,RS,0.524,0.476,842,766,1608
4306072,CRISTAL DO SUL,RS,0.603,0.397,1149,758,1907
4312005,MARIANO MORO,RS,0.498,0.502,751,756,1507
4315321,QUEVEDOS,RS,0.533,0.467,851,747,1598
4312625,MULITERNO,RS,0.497,0.503,731,741,1472
4320578,SETE DE SETEMBRO,RS,0.47,0.53,655,738,1393
4308250,FLORIANO PEIXOTO,RS,0.487,0.513,699,735,1434
4315313,QUATRO IRMÃOS,RS,0.391,0.609,466,726,1192
4315131,POUSO NOVO,RS,0.403,0.597,486,721,1207
4315073,PORTO VERA CRUZ,RS,0.445,0.555,576,718,1294
4318465,SÃO JOSÉ DO HERVAL,RS,0.499,0.501,706,710,1416
4309571,HERVEIRAS,RS,0.639,0.361,1258,710,1968
4314555,PIRAPÓ,RS,0.549,0.451,862,709,1571
4300661,ANDRÉ DA ROCHA,RS,0.25,0.75,236,709,945
4310413,INHACORÁ,RS,0.523,0.477,769,701,1470
4308656,GARRUCHOS,RS,0.623,0.377,1157,700,1857
4301925,BARRA DO RIO AZUL,RS,0.507,0.493,704,684,1388
4302154,BOA VISTA DAS MISSÕES,RS,0.524,0.476,753,683,1436
4306429,DOIS IRMÃOS DAS MISSÕES,RS,0.546,0.454,809,673,1482
4312179,MATO QUEIMADO,RS,0.465,0.535,569,655,1224
4322186,TUPANCI DO SUL,RS,0.336,0.664,329,650,979
4304614,CANUDOS DO VALE,RS,0.542,0.458,766,646,1412
4319737,SÃO VALÉRIO DO SUL,RS,0.596,0.404,922,626,1548
4318457,SÃO JOSÉ DAS MISSÕES,RS,0.611,0.389,973,620,1593
4310876,JACUIZINHO,RS,0.611,0.389,958,611,1569
4309126,GRAMADO DOS LOUREIROS,RS,0.61,0.39,954,609,1563
4313441,NOVO TIRADENTES,RS,0.551,0.449,743,606,1349
4313466,NOVO XINGU,RS,0.517,0.483,640,598,1238
4305157,CERRO GRANDE,RS,0.649,0.351,1072,581,1653
4319364,SÃO PEDRO DAS MISSÕES,RS,0.538,0.462,639,549,1188
4304853,CARLOS GOMES,RS,0.521,0.479,590,542,1132
4302055,BENJAMIN CONSTANT DO SUL,RS,0.652,0.348,971,518,1489
4311429,LAJEADO DO BUGRE,RS,0.622,0.378,839,510,1349
4314175,PEDRAS ALTAS,RS,0.656,0.344,912,478,1390
4306924,ENGENHO VELHO,RS,0.536,0.464,478,413,891
1100205,PORTO VELHO,RO,0.311,0.689,74847,166145,240992
1100122,JI-PARANÁ,RO,0.226,0.774,14174,48520,62694
1100023,ARIQUEMES,RO,0.192,0.808,8862,37325,46187
1100304,VILHENA,RO,0.187,0.813,8396,36531,44927
1100049,CACOAL,RO,0.219,0.781,10091,35962,46053
1100288,ROLIM DE MOURA,RO,0.24,0.76,6779,21429,28208
1100114,JARU,RO,0.221,0.779,5627,19879,25506
1100189,PIMENTA BUENO,RO,0.222,0.778,4284,15045,19329
1100155,OURO PRETO DO OESTE,RO,0.254,0.746,4696,13779,18475
1100106,GUAJARÁ-MIRIM,RO,0.313,0.687,5844,12838,18682
1100098,ESPIGÃO D'OESTE,RO,0.268,0.732,4593,12536,17129
1100452,BURITIS,RO,0.226,0.774,3417,11682,15099
1100130,MACHADINHO D'OESTE,RO,0.328,0.672,4633,9513,14146
1100338,NOVA MAMORÉ,RO,0.245,0.755,2795,8634,11429
1100015,ALTA FLORESTA D'OESTE,RO,0.306,0.694,3763,8524,12287
1100254,PRESIDENTE MÉDICI,RO,0.277,0.723,2978,7768,10746
1100056,CEREJEIRAS,RO,0.186,0.814,1745,7656,9401
1100320,SÃO MIGUEL DO GUAPORÉ,RO,0.329,0.671,3616,7386,11002
1100809,CANDEIAS DO JAMARI,RO,0.388,0.612,4507,7104,11611
1100064,COLORADO DO OESTE,RO,0.26,0.74,2441,6932,9373
1100148,NOVA BRASILÂNDIA D'OESTE,RO,0.293,0.707,2790,6723,9513
1100403,ALTO PARAÍSO,RO,0.284,0.716,2257,5701,7958
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,0.328,0.672,2505,5134,7639
1100940,CUJUBIM,RO,0.263,0.737,1775,4975,6750
1101401,MONTE NEGRO,RO,0.276,0.724,1811,4750,6561
1100346,ALVORADA D'OESTE,RO,0.373,0.627,2817,4729,7546
1101708,URUPÁ,RO,0.34,0.66,2051,3985,6036
1101500,SERINGUEIRAS,RO,0.37,0.63,2252,3832,6084
1100379,ALTO ALEGRE DOS PARECIS,RO,0.372,0.628,2244,3790,6034
1100700,CAMPO NOVO DE RONDÔNIA,RO,0.332,0.668,1789,3595,5384
1101302,MIRANTE DA SERRA,RO,0.379,0.621,2158,3543,5701
1101609,THEOBROMA,RO,0.338,0.662,1759,3441,5200
1100080,COSTA MARQUES,RO,0.412,0.588,2329,3320,5649
1100502,NOVO HORIZONTE DO OESTE,RO,0.388,0.612,1995,3152,5147
1101005,GOVERNADOR JORGE TEIXEIRA,RO,0.321,0.679,1462,3098,4560
1100924,CHUPINGUAIA,RO,0.33,0.67,1504,3057,4561
1100296,SANTA LUZIA D'OESTE,RO,0.348,0.652,1632,3053,4685
1101203,MINISTRO ANDREAZZA,RO,0.348,0.652,1518,2840,4358
1101757,VALE DO ANARI,RO,0.324,0.676,1309,2732,4041
1101807,VALE DO PARAÍSO,RO,0.35,0.65,1407,2615,4022
1100072,CORUMBIARA,RO,0.384,0.616,1613,2585,4198
1101104,ITAPUÃ DO OESTE,RO,0.375,0.625,1534,2556,4090
1101484,SÃO FELIPE D'OESTE,RO,0.297,0.703,964,2282,3246
1100031,CABIXI,RO,0.341,0.659,1110,2142,3252
1101435,NOVA UNIÃO,RO,0.446,0.554,1697,2106,3803
1100601,CACAULÂNDIA,RO,0.261,0.739,694,1967,2661
1101559,TEIXEIRÓPOLIS,RO,0.355,0.645,996,1810,2806
1100262,RIO CRESPO,RO,0.272,0.728,539,1446,1985
1101476,PRIMAVERA DE RONDÔNIA,RO,0.271,0.729,529,1423,1952
1101450,PARECIS,RO,0.412,0.588,912,1301,2213
1100908,CASTANHEIRAS,RO,0.412,0.588,875,1250,2125
1101468,PIMENTEIRAS DO OESTE,RO,0.336,0.664,428,847,1275
1400100,BOA VISTA,RR,0.214,0.786,36021,132361,168382
1400472,RORAINÓPOLIS,RR,0.341,0.659,4455,8597,13052
1400308,MUCAJAÍ,RR,0.316,0.684,2641,5715,8356
1400209,CARACARAÍ,RR,0.366,0.634,3248,5631,8879
1400175,CANTÁ,RR,0.416,0.584,3556,4991,8547
1400050,ALTO ALEGRE,RR,0.398,0.602,2877,4354,7231
1400159,BONFIM,RR,0.425,0.575,2797,3778,6575
1400233,CAROEBE,RR,0.293,0.707,1296,3120,4416
1400456,PACARAIMA,RR,0.516,0.484,3028,2841,5869
1400027,AMAJARI,RR,0.411,0.589,1844,2648,4492
1400282,IRACEMA,RR,0.394,0.606,1450,2234,3684
1400605,SÃO LUIZ,RR,0.351,0.649,1205,2230,3435
1400506,SÃO JOÃO DA BALIZA,RR,0.373,0.627,1217,2048,3265
1400407,NORMANDIA,RR,0.662,0.338,3594,1833,5427
1400704,UIRAMUTÃ,RR,0.804,0.196,3643,887,4530
4209102,JOINVILLE,SC,0.168,0.832,53088,262556,315644
4205407,FLORIANÓPOLIS,SC,0.351,0.649,92063,169952,262015
4202404,BLUMENAU,SC,0.16,0.84,31090,162622,193712
4216602,SÃO JOSÉ,SC,0.268,0.732,34859,95393,130252
4208203,ITAJAÍ,SC,0.186,0.814,20584,89866,110450
4204608,CRICIÚMA,SC,0.181,0.819,19694,89133,108827
4208906,JARAGUÁ DO SUL,SC,0.168,0.832,15558,77241,92799
4204202,CHAPECÓ,SC,0.355,0.645,40310,73156,113466
4211900,PALHOÇA,SC,0.243,0.757,22914,71369,94283
4209300,LAGES,SC,0.262,0.738,23459,66171,89630
4202909,BRUSQUE,SC,0.132,0.868,9095,59820,68915
4202008,BALNEÁRIO CAMBORIÚ,SC,0.18,0.82,11902,54202,66104
4218707,TUBARÃO,SC,0.166,0.834,9784,49205,58989
4215802,SÃO BENTO DO SUL,SC,0.149,0.851,7048,40247,47295
4204301,CONCÓRDIA,SC,0.246,0.754,10815,33063,43878
4214805,RIO DO SUL,SC,0.171,0.829,6311,30687,36998
4203204,CAMBORIÚ,SC,0.216,0.784,8233,29889,38122
4207502,INDAIAL,SC,0.135,0.865,4635,29606,34241
4205902,GASPAR,SC,0.175,0.825,6259,29511,35770
4201406,ARARANGUÁ,SC,0.221,0.779,8171,28744,36915
4211306,NAVEGANTES,SC,0.216,0.784,7774,28223,35997
4202305,BIGUAÇU,SC,0.248,0.752,9277,28061,37338
4210100,MAFRA,SC,0.192,0.808,6104,25692,31796
4208302,ITAPEMA,SC,0.17,0.83,5244,25591,30835
4207007,IÇARA,SC,0.173,0.827,5363,25561,30924
4203006,CAÇADOR,SC,0.331,0.669,12277,24760,37037
4203808,CANOINHAS,SC,0.246,0.754,7699,23636,31335
4218202,TIMBÓ,SC,0.104,0.896,2615,22582,25197
4219309,VIDEIRA,SC,0.225,0.775,6117,21129,27246
4216206,SÃO FRANCISCO DO SUL,SC,0.217,0.783,5555,20054,25609
4215000,RIO NEGRINHO,SC,0.172,0.828,3950,19056,23006
4206504,GUARAMIRIM,SC,0.189,0.811,4341,18653,22994
4209409,LAGUNA,SC,0.28,0.72,7011,18029,25040
4207304,IMBITUBA,SC,0.305,0.695,7633,17413,25046
4213203,POMERODE,SC,0.128,0.872,2448,16620,19068
4202800,BRAÇO DO NORTE,SC,0.129,0.871,2413,16337,18750
4218004,TIJUCAS,SC,0.189,0.811,3770,16227,19997
4219507,XANXERÊ,SC,0.395,0.605,10315,15782,26097
4217204,SÃO MIGUEL DO OESTE,SC,0.314,0.686,7091,15470,22561
4204806,CURITIBANOS,SC,0.326,0.674,6912,14273,21185
4216305,SÃO JOÃO BATISTA,SC,0.128,0.872,2090,14229,16319
4205506,FRAIBURGO,SC,0.314,0.686,6329,13838,20167
4213609,PORTO UNIÃO,SC,0.252,0.748,4641,13798,18439
4209003,JOAÇABA,SC,0.213,0.787,3570,13168,16738
4202107,BARRA VELHA,SC,0.181,0.819,2909,13122,16031
4203600,CAMPOS NOVOS,SC,0.312,0.688,5899,13034,18933
4211702,ORLEANS,SC,0.135,0.865,1972,12589,14561
4217709,SOMBRIO,SC,0.22,0.78,3544,12546,16090
4205456,FORQUILHINHA,SC,0.182,0.818,2743,12367,15110
4208500,ITUPORANGA,SC,0.161,0.839,2340,12231,14571
4212502,PENHA,SC,0.16,0.84,2280,11931,14211
4219002,URUSSANGA,SC,0.132,0.868,1707,11206,12913
4206306,GUABIRUBA,SC,0.128,0.872,1610,11000,12610
4219705,XAXIM,SC,0.346,0.654,5823,10995,16818
4201307,ARAQUARI,SC,0.233,0.767,3277,10771,14048
4215703,SANTO AMARO DA IMPERATRIZ,SC,0.239,0.761,3345,10643,13988
4210506,MARAVILHA,SC,0.281,0.719,4154,10625,14779
4203956,CAPIVARI DE BAIXO,SC,0.256,0.744,3300,9604,12904
4208104,ITAIÓPOLIS,SC,0.227,0.773,2749,9357,12106
4206702,HERVAL D'OESTE,SC,0.263,0.737,3276,9201,12477
4217808,TAIÓ,SC,0.16,0.84,1752,9199,10951
4205704,GAROPABA,SC,0.303,0.697,3973,9143,13116
4206009,GOVERNADOR CELSO RAMOS,SC,0.147,0.853,1568,9103,10671
4216503,SÃO JOAQUIM,SC,0.336,0.664,4571,9052,13623
4211207,MORRO DA FUMAÇA,SC,0.135,0.865,1410,9012,10422
4212809,BALNEÁRIO PIÇARRAS,SC,0.184,0.816,2029,8993,11022
4217402,SCHROEDER,SC,0.166,0.834,1777,8937,10714
4216909,SÃO LOURENÇO DO OESTE,SC,0.35,0.65,4800,8899,13699
4204251,COCAL DO SUL,SC,0.152,0.848,1594,8892,10486
4203907,CAPINZAL,SC,0.302,0.698,3825,8851,12676
4206900,IBIRAMA,SC,0.172,0.828,1835,8815,10650
4208807,JAGUARUNA,SC,0.194,0.806,2115,8771,10886
4210605,MASSARANDUBA,SC,0.132,0.868,1321,8665,9986
4214003,PRESIDENTE GETÚLIO,SC,0.162,0.838,1614,8350,9964
4202453,BOMBINHAS,SC,0.194,0.806,1974,8189,10163
4213500,PORTO BELO,SC,0.18,0.82,1794,8176,9970
4211603,NOVA VENEZA,SC,0.157,0.843,1482,7975,9457
4204509,CORUPÁ,SC,0.159,0.841,1454,7716,9170
4209607,LAURO MÜLLER,SC,0.19,0.81,1760,7493,9253
4208450,ITAPOÁ,SC,0.23,0.77,2225,7459,9684
4211751,OTACÍLIO COSTA,SC,0.255,0.745,2480,7238,9718
4218301,TRÊS BARRAS,SC,0.3,0.7,3096,7237,10333
4211504,NOVA TRENTO,SC,0.129,0.871,1069,7232,8301
4213708,POUSO REDONDO,SC,0.178,0.822,1556,7168,8724
4212205,PAPANDUVA,SC,0.367,0.633,4042,6961,11003
4207106,ILHOTA,SC,0.158,0.842,1301,6950,8251
4212908,PINHALZINHO,SC,0.383,0.617,4312,6942,11254
4208401,ITAPIRANGA,SC,0.275,0.725,2624,6907,9531
4218806,TURVO,SC,0.127,0.873,986,6763,7749
4217600,SIDERÓPOLIS,SC,0.187,0.813,1536,6691,8227
