codigo_municipio,municipio,uf,proporcao_haddad,proporcao_bolsonaro,votos_haddad,votos_bolsonaro,votos_validos
3104106,ARCEBURGO,MG,0.314,0.686,1486,3245,4731
3165008,SÃO TIAGO,MG,0.427,0.573,2418,3241,5659
3118809,CORAÇÃO DE JESUS,MG,0.745,0.255,9403,3221,12624
3117504,CONCEIÇÃO DO MATO DENTRO,MG,0.665,0.335,6322,3189,9511
3145307,NOVO CRUZEIRO,MG,0.73,0.27,8607,3183,11790
3154200,RESENDE COSTA,MG,0.476,0.524,2881,3175,6056
3103900,ARAÚJOS,MG,0.28,0.72,1234,3172,4406
3121100,DELFIM MOREIRA,MG,0.323,0.677,1510,3167,4677
3130200,IGARATINGA,MG,0.358,0.642,1763,3164,4927
3117108,CONCEIÇÃO DA APARECIDA,MG,0.429,0.571,2378,3161,5539
3112802,CAPITÓLIO,MG,0.348,0.652,1675,3139,4814
3154804,RIO ACIMA,MG,0.449,0.551,2552,3130,5682
3151008,PIRANGUINHO,MG,0.36,0.64,1761,3128,4889
3102308,ALVINÓPOLIS,MG,0.632,0.368,5331,3100,8431
3124906,EUGENÓPOLIS,MG,0.475,0.525,2782,3076,5858
3111309,CAMPO DO MEIO,MG,0.521,0.479,3342,3074,6416
3131802,ITABIRINHA,MG,0.431,0.569,2308,3050,5358
3152402,POTÉ,MG,0.564,0.436,3941,3044,6985
3151602,PLANURA,MG,0.429,0.571,2281,3032,5313
3139201,MALACACHETA,MG,0.629,0.371,5125,3026,8151
3134806,JACUÍ,MG,0.233,0.767,919,3020,3939
3133204,ITANHOMI,MG,0.506,0.494,3091,3015,6106
3157336,SANTA CRUZ DE MINAS,MG,0.327,0.673,1464,3011,4475
3139300,MANGA,MG,0.678,0.322,6273,2986,9259
3117876,CONFINS,MG,0.323,0.677,1425,2985,4410
3130606,INCONFIDENTES,MG,0.348,0.652,1593,2985,4578
3108552,BRASILÂNDIA DE MINAS,MG,0.593,0.407,4341,2976,7317
3162203,SÃO JOÃO BATISTA DO GLÓRIA,MG,0.323,0.677,1405,2947,4352
3118700,COQUEIRAL,MG,0.416,0.584,2087,2931,5018
3113909,CARMO DA CACHOEIRA,MG,0.503,0.497,2953,2921,5874
3162559,SÃO JOÃO DO MANHUAÇU,MG,0.526,0.474,3211,2895,6106
3152907,PRATÁPOLIS,MG,0.408,0.592,1999,2895,4894
3169703,TURMALINA,MG,0.704,0.296,6891,2893,9784
3104502,ARINOS,MG,0.633,0.367,4986,2892,7878
3150158,PIEDADE DE CARATINGA,MG,0.391,0.609,1848,2876,4724
3169109,TOLEDO,MG,0.26,0.74,1013,2876,3889
3146503,PAINS,MG,0.385,0.615,1780,2848,4628
3171709,VIRGÍNIA,MG,0.416,0.584,2020,2837,4857
3168903,TIROS,MG,0.223,0.777,815,2832,3647
3164308,SÃO ROQUE DE MINAS,MG,0.247,0.753,927,2830,3757
3168507,TEIXEIRAS,MG,0.573,0.427,3789,2824,6613
3150802,PIRANGA,MG,0.609,0.391,4391,2819,7210
3102902,ANTÔNIO CARLOS,MG,0.565,0.435,3626,2788,6414
3103009,ANTÔNIO DIAS,MG,0.483,0.517,2578,2765,5343
3128907,GUIMARÂNIA,MG,0.357,0.643,1529,2759,4288
3123700,ENGENHEIRO CALDAS,MG,0.429,0.571,2065,2747,4812
3137106,LAGAMAR,MG,0.378,0.622,1666,2741,4407
3143500,MORADA NOVA DE MINAS,MG,0.386,0.614,1713,2728,4441
3154903,RIO CASCA,MG,0.593,0.407,3964,2720,6684
3142601,MONSENHOR PAULO,MG,0.402,0.598,1828,2719,4547
3106408,BELO VALE,MG,0.495,0.505,2656,2705,5361
3148608,PEÇANHA,MG,0.614,0.386,4295,2705,7000
3141009,MATO VERDE,MG,0.617,0.383,4341,2689,7030
3142403,MOEMA,MG,0.351,0.649,1442,2669,4111
3168804,TIRADENTES,MG,0.402,0.598,1764,2629,4393
3150505,PIMENTA,MG,0.397,0.603,1725,2625,4350
3114550,CARNEIRINHO,MG,0.523,0.477,2871,2623,5494
3105301,BANDEIRA DO SUL,MG,0.289,0.711,1061,2609,3670
3143807,MUNHOZ,MG,0.357,0.643,1440,2597,4037
3119203,COROACI,MG,0.484,0.516,2418,2580,4998
3156304,RODEIRO,MG,0.429,0.571,1934,2578,4512
3139706,MARAVILHAS,MG,0.404,0.596,1739,2566,4305
3105004,BALDIM,MG,0.426,0.574,1905,2562,4467
3164605,SÃO SEBASTIÃO DO OESTE,MG,0.447,0.553,2057,2540,4597
3131604,IRAÍ DE MINAS,MG,0.396,0.604,1658,2525,4183
3117603,CONCEIÇÃO DO PARÁ,MG,0.26,0.74,875,2491,3366
3116407,CLARAVAL,MG,0.258,0.742,865,2487,3352
3152600,POUSO ALTO,MG,0.34,0.66,1277,2481,3758
3111804,CANÁPOLIS,MG,0.562,0.438,3176,2475,5651
3167103,SERRO,MG,0.718,0.282,6278,2465,8743
3135803,JEQUITINHONHA,MG,0.755,0.245,7581,2462,10043
3112703,CAPITÃO ENÉAS,MG,0.68,0.32,5233,2457,7690
3162401,SÃO JOÃO DA PONTE,MG,0.802,0.198,9954,2451,12405
3132107,ITACARAMBI,MG,0.69,0.31,5433,2444,7877
3103751,ARAPORÃ,MG,0.42,0.58,1767,2442,4209
3157252,SANTA BÁRBARA DO LESTE,MG,0.455,0.545,2039,2438,4477
3151909,POCRANE,MG,0.472,0.528,2171,2428,4599
3162609,SÃO JOÃO DO ORIENTE,MG,0.48,0.52,2235,2426,4661
3126000,FLORESTAL,MG,0.414,0.586,1711,2426,4137
3127602,GOUVEIA,MG,0.607,0.393,3741,2418,6159
3108107,BONFIM,MG,0.457,0.543,2035,2415,4450
3164407,SÃO SEBASTIÃO DA BELA VISTA,MG,0.345,0.655,1271,2411,3682
3150901,PIRANGUÇU,MG,0.283,0.717,952,2411,3363
3158201,SANTA MARIA DO SUAÇUÍ,MG,0.622,0.378,3963,2409,6372
3121209,DELFINÓPOLIS,MG,0.369,0.631,1406,2406,3812
3142106,MIRADOURO,MG,0.556,0.444,3008,2403,5411
3155405,RIO NOVO,MG,0.497,0.503,2369,2397,4766
3121407,DESTERRO DE ENTRE RIOS,MG,0.362,0.638,1357,2394,3751
3162807,SÃO JOÃO EVANGELISTA,MG,0.679,0.321,5052,2393,7445
3106002,BELA VISTA DE MINAS,MG,0.558,0.442,2997,2374,5371
3102050,ALTO CAPARAÓ,MG,0.251,0.749,789,2350,3139
3165578,SENADOR AMARAL,MG,0.365,0.635,1348,2346,3694
3167806,SOLEDADE DE MINAS,MG,0.329,0.671,1149,2340,3489
3167400,SILVIANÓPOLIS,MG,0.282,0.718,915,2334,3249
3130408,IJACI,MG,0.355,0.645,1282,2334,3616
3134301,ITUMIRIM,MG,0.389,0.611,1488,2333,3821
3165404,SAPUCAÍ-MIRIM,MG,0.321,0.679,1094,2314,3408
3158300,SANTANA DA VARGEM,MG,0.444,0.556,1849,2312,4161
3137536,LAGOA GRANDE,MG,0.519,0.481,2492,2307,4799
3142700,MONTALVÂNIA,MG,0.693,0.307,5201,2305,7506
3147709,PASSA TEMPO,MG,0.485,0.515,2174,2304,4478
3162948,SÃO JOSÉ DA BARRA,MG,0.431,0.569,1742,2302,4044
3170909,VARZELÂNDIA,MG,0.748,0.252,6777,2285,9062
3159357,SANTA RITA DE MINAS,MG,0.402,0.598,1528,2274,3802
3166907,SERRANIA,MG,0.452,0.548,1864,2263,4127
3118908,CORDISBURGO,MG,0.499,0.501,2248,2253,4501
3130309,IGUATAMA,MG,0.466,0.534,1957,2243,4200
3170503,URUCÂNIA,MG,0.589,0.411,3186,2226,5412
3134103,ITUETA,MG,0.33,0.67,1090,2216,3306
3118205,CONQUISTA,MG,0.399,0.601,1469,2212,3681
3141801,MINAS NOVAS,MG,0.799,0.201,8750,2206,10956
3166204,SENHORA DOS REMÉDIOS,MG,0.584,0.416,3087,2201,5288
3125952,FERVEDOURO,MG,0.594,0.406,3215,2200,5415
3152303,PORTO FIRME,MG,0.613,0.387,3479,2197,5676
3170750,VARJÃO DE MINAS,MG,0.411,0.589,1532,2192,3724
3100609,ÁGUA BOA,MG,0.658,0.342,4205,2190,6395
3129004,GUIRICEMA,MG,0.564,0.436,2820,2184,5004
3154101,RECREIO,MG,0.572,0.428,2916,2184,5100
3152709,PRADOS,MG,0.527,0.473,2430,2183,4613
3112406,CAPETINGA,MG,0.391,0.609,1395,2176,3571
3165107,SÃO TOMÁS DE AQUINO,MG,0.403,0.597,1461,2161,3622
3115706,CENTRAL DE MINAS,MG,0.426,0.574,1595,2151,3746
3142007,MIRABELA,MG,0.677,0.323,4509,2147,6656
3158508,SANTANA DE PIRAPAMA,MG,0.527,0.473,2385,2142,4527
3138005,LARANJAL,MG,0.461,0.539,1823,2135,3958
3112901,CAPUTIRA,MG,0.595,0.405,3138,2133,5271
3116506,CLARO DOS POÇÕES,MG,0.536,0.464,2453,2124,4577
3113602,CAREAÇU,MG,0.362,0.638,1203,2120,3323
3100104,ABADIA DOS DOURADOS,MG,0.462,0.538,1821,2117,3938
3128808,GUIDOVAL,MG,0.516,0.484,2251,2114,4365
3165305,SÃO VICENTE DE MINAS,MG,0.419,0.581,1525,2112,3637
3135704,JEQUITIBÁ,MG,0.411,0.589,1470,2104,3574
3100500,AÇUCENA,MG,0.534,0.466,2410,2103,4513
3128402,GUARANI,MG,0.547,0.453,2532,2098,4630
3131000,INHAÚMA,MG,0.403,0.597,1413,2094,3507
3126901,FREI INOCÊNCIO,MG,0.515,0.485,2217,2092,4309
3171808,VIRGINÓPOLIS,MG,0.575,0.425,2821,2084,4905
3101805,ALPERCATA,MG,0.486,0.514,1961,2076,4037
3142304,MOEDA,MG,0.406,0.594,1416,2075,3491
3111408,CAMPO FLORIDO,MG,0.478,0.522,1901,2074,3975
3138674,LUISBURGO,MG,0.437,0.563,1608,2070,3678
3169208,TOMBOS,MG,0.563,0.437,2658,2064,4722
3140530,MARTINS SOARES,MG,0.549,0.451,2488,2047,4535
3124401,ESPÍRITO SANTO DO DOURADO,MG,0.358,0.642,1141,2044,3185
3141603,MERCÊS,MG,0.635,0.365,3538,2032,5570
3160306,SANTO ANTÔNIO DO JACINTO,MG,0.599,0.401,3009,2018,5027
3158003,SANTA MARIA DE ITABIRA,MG,0.624,0.376,3350,2017,5367
3128600,GUARDA-MOR,MG,0.434,0.566,1547,2016,3563
3107505,BOM JARDIM DE MINAS,MG,0.492,0.508,1948,2010,3958
3129202,HELIODORA,MG,0.431,0.569,1522,2008,3530
3149952,PERIQUITO,MG,0.469,0.531,1770,2005,3775
3159506,SANTA RITA DO ITUETO,MG,0.395,0.605,1306,2003,3309
3168101,TAPIRA,MG,0.292,0.708,824,2000,2824
3154150,REDUTO,MG,0.474,0.526,1798,1998,3796
3115805,CENTRALINA,MG,0.596,0.404,2923,1983,4906
3120607,CRUCILÂNDIA,MG,0.385,0.615,1240,1983,3223
3116704,COIMBRA,MG,0.54,0.46,2310,1971,4281
3135506,JEQUERI,MG,0.672,0.328,4040,1969,6009
3166303,SERICITA,MG,0.569,0.431,2598,1968,4566
3109451,CABECEIRA GRANDE,MG,0.425,0.575,1448,1957,3405
3170578,VARGEM ALEGRE,MG,0.464,0.536,1694,1956,3650
3125903,FERROS,MG,0.616,0.384,3117,1940,5057
3161502,SÃO GERALDO,MG,0.572,0.428,2594,1939,4533
3144409,NATÉRCIA,MG,0.279,0.721,749,1938,2687
3156809,SABINÓPOLIS,MG,0.713,0.287,4807,1935,6742
3122504,DOM CAVATI,MG,0.361,0.639,1092,1932,3024
3119955,CÓRREGO FUNDO,MG,0.405,0.595,1311,1927,3238
3127404,GONÇALVES,MG,0.238,0.762,602,1923,2525
3101631,ALFREDO VASCONCELOS,MG,0.504,0.496,1955,1922,3877
3102100,ALTO RIO DOCE,MG,0.686,0.314,4166,1908,6074
3135407,JECEABA,MG,0.487,0.513,1807,1905,3712
3119906,CÓRREGO DO BOM JESUS,MG,0.295,0.705,795,1902,2697
3144508,NAZARENO,MG,0.544,0.456,2272,1901,4173
3122900,DONA EUSÉBIA,MG,0.518,0.482,2038,1900,3938
3121258,DELTA,MG,0.522,0.478,2066,1893,3959
3137007,LADAINHA,MG,0.673,0.327,3900,1893,5793
3123858,ENTRE FOLHAS,MG,0.47,0.53,1657,1870,3527
3109204,BUENÓPOLIS,MG,0.57,0.43,2480,1870,4350
3158904,SANTANA DO MANHUAÇU,MG,0.597,0.403,2764,1867,4631
3127800,GRÃO MOGOL,MG,0.72,0.28,4801,1865,6666
3134707,JACINTO,MG,0.637,0.363,3264,1862,5126
3113503,CARBONITA,MG,0.598,0.402,2774,1861,4635
3162575,SÃO JOÃO DO MANTENINHA,MG,0.44,0.56,1454,1854,3308
3120839,CUPARAQUE,MG,0.282,0.718,726,1853,2579
3113008,CARAÍ,MG,0.76,0.24,5871,1850,7721
3127305,GALILÉIA,MG,0.444,0.556,1475,1844,3319
3148202,PATROCÍNIO DO MURIAÉ,MG,0.485,0.515,1729,1839,3568
3104700,ATALÉIA,MG,0.702,0.298,4321,1836,6157
3129905,IBITIÚRA DE MINAS,MG,0.194,0.806,443,1836,2279
3163201,SÃO JOSÉ DO ALEGRE,MG,0.274,0.726,692,1834,2526
3111903,CANA VERDE,MG,0.433,0.567,1398,1833,3231
3138625,LIMEIRA DO OESTE,MG,0.562,0.438,2345,1831,4176
3132305,ITAIPÉ,MG,0.632,0.368,3126,1818,4944
3171600,VIRGEM DA LAPA,MG,0.663,0.337,3540,1802,5342
3160959,SÃO DOMINGOS DAS DORES,MG,0.47,0.53,1600,1801,3401
3141702,MESQUITA,MG,0.426,0.574,1333,1795,3128
3156007,RIO VERMELHO,MG,0.661,0.339,3483,1784,5267
3164472,SÃO SEBASTIÃO DO ANTA,MG,0.469,0.531,1574,1782,3356
3148756,PEDRA BONITA,MG,0.542,0.458,2084,1763,3847
3122405,DIVISA NOVA,MG,0.478,0.522,1609,1760,3369
3120706,CRUZEIRO DA FORTALEZA,MG,0.36,0.64,989,1759,2748
3121803,DIONÍSIO,MG,0.543,0.457,2087,1755,3842
3168309,TAQUARAÇU DE MINAS,MG,0.348,0.652,935,1751,2686
3152170,PONTO DOS VOLANTES,MG,0.654,0.346,3304,1748,5052
3131109,INIMUTABA,MG,0.544,0.456,2083,1747,3830
3150604,PIRACEMA,MG,0.561,0.439,2221,1739,3960
3165701,SENADOR FIRMINO,MG,0.599,0.401,2591,1734,4325
3140555,MATA VERDE,MG,0.576,0.424,2348,1730,4078
3123528,DURANDÉ,MG,0.593,0.407,2517,1729,4246
3150406,PIEDADE DOS GERAIS,MG,0.424,0.576,1268,1720,2988
3127206,FUNILÂNDIA,MG,0.383,0.617,1063,1712,2775
3101201,AIURUOCA,MG,0.45,0.55,1393,1701,3094
3148301,PAULA CÂNDIDO,MG,0.663,0.337,3330,1696,5026
3155306,RIO MANSO,MG,0.451,0.549,1395,1696,3091
3124807,ESTRELA DO SUL,MG,0.552,0.448,2081,1687,3768
3161205,SÃO FRANCISCO DE PAULA,MG,0.558,0.442,2123,1681,3804
3128204,GUARACIABA,MG,0.665,0.335,3337,1680,5017
3164506,SÃO SEBASTIÃO DO MARANHÃO,MG,0.613,0.387,2625,1657,4282
3120409,CRISTIANO OTONI,MG,0.429,0.571,1232,1638,2870
3136504,JORDÂNIA,MG,0.64,0.36,2911,1636,4547
3135902,JESUÂNIA,MG,0.403,0.597,1102,1634,2736
3144359,NAQUE,MG,0.497,0.503,1611,1633,3244
3161700,SÃO GONÇALO DO ABAETÉ,MG,0.484,0.516,1530,1629,3159
3107604,BOM JESUS DA PENHA,MG,0.288,0.712,657,1627,2284
3163904,SÃO PEDRO DA UNIÃO,MG,0.393,0.607,1050,1625,2675
3145877,ORIZÂNIA,MG,0.604,0.396,2481,1625,4106
3122207,DIVINOLÂNDIA DE MINAS,MG,0.521,0.479,1761,1622,3383
3109253,BUGRE,MG,0.387,0.613,1020,1616,2636
3136603,NOVA UNIÃO,MG,0.525,0.475,1781,1612,3393
3112109,CAPARAÓ,MG,0.441,0.559,1266,1604,2870
3107208,BOCAINA DE MINAS,MG,0.457,0.543,1345,1600,2945
3101003,ÁGUAS VERMELHAS,MG,0.716,0.284,4014,1592,5606
3115359,CATAS ALTAS,MG,0.465,0.535,1382,1591,2973
3134004,ITINGA,MG,0.757,0.243,4933,1585,6518
3129103,GURINHATÃ,MG,0.491,0.509,1522,1578,3100
3130655,INDAIABIRA,MG,0.548,0.452,1899,1564,3463
3133907,ITAVERAVA,MG,0.576,0.424,2126,1564,3690
3148905,PEDRA DO INDAIÁ,MG,0.327,0.673,759,1563,2322
3122108,DIVINO DAS LARANJEIRAS,MG,0.43,0.57,1177,1562,2739
3169505,TUMIRITINGA,MG,0.526,0.474,1731,1558,3289
3116001,CHALÉ,MG,0.537,0.463,1793,1549,3342
3158805,SANTANA DO JACARÉ,MG,0.385,0.615,965,1541,2506
3160801,SÃO BENTO ABADE,MG,0.412,0.588,1075,1537,2612
3144656,NINHEIRA,MG,0.624,0.376,2546,1535,4081
3169802,TURVOLÂNDIA,MG,0.414,0.586,1081,1527,2608
3140308,MARLIÉRIA,MG,0.45,0.55,1251,1526,2777
3162302,SÃO JOÃO DA MATA,MG,0.286,0.714,611,1523,2134
3121308,DESCOBERTO,MG,0.513,0.487,1586,1508,3094
3130556,IMBÉ DE MINAS,MG,0.585,0.415,2119,1506,3625
3146206,OURO VERDE DE MINAS,MG,0.592,0.408,2185,1503,3688
3130705,INDIANÓPOLIS,MG,0.511,0.489,1567,1501,3068
3116159,CHAPADA GAÚCHA,MG,0.713,0.287,3729,1501,5230
3146701,PALMA,MG,0.59,0.41,2147,1492,3639
3136009,JOAÍMA,MG,0.75,0.25,4454,1488,5942
3141504,MENDES PIMENTEL,MG,0.544,0.456,1776,1487,3263
3102852,ANGELÂNDIA,MG,0.566,0.434,1938,1485,3423
3105509,BARÃO DE MONTE ALTO,MG,0.607,0.393,2287,1480,3767
3169059,TOCOS DO MOJI,MG,0.455,0.545,1232,1475,2707
3149606,PEQUI,MG,0.389,0.611,939,1472,2411
3145802,ONÇA DE PITANGUI,MG,0.321,0.679,692,1467,2159
3150703,PIRAJUBA,MG,0.478,0.522,1338,1463,2801
3109600,CACHOEIRA DA PRATA,MG,0.401,0.599,978,1461,2439
3159001,SANTANA DO RIACHO,MG,0.515,0.485,1551,1458,3009
3172202,WENCESLAU BRAZ,MG,0.261,0.739,516,1458,1974
3120870,CURRAL DE DENTRO,MG,0.592,0.408,2113,1457,3570
3127503,GONZAGA,MG,0.431,0.569,1102,1456,2558
3136108,JOANÉSIA,MG,0.461,0.539,1245,1455,2700
3167707,SOBRÁLIA,MG,0.469,0.531,1281,1452,2733
3114709,CARVALHÓPOLIS,MG,0.365,0.635,830,1443,2273
3163102,SÃO JOSÉ DA VARGINHA,MG,0.38,0.62,883,1438,2321
3159308,SANTA RITA DE JACUTINGA,MG,0.523,0.477,1573,1435,3008
3103801,ARAPUÁ,MG,0.286,0.714,573,1434,2007
3102209,ALVARENGA,MG,0.509,0.491,1473,1422,2895
3171154,VERMELHO NOVO,MG,0.535,0.465,1638,1421,3059
3101409,ALBERTINA,MG,0.199,0.801,352,1419,1771
3164001,SÃO PEDRO DOS FERROS,MG,0.639,0.361,2505,1417,3922
3114808,CARVALHOS,MG,0.426,0.574,1051,1414,2465
3126208,FORMOSO,MG,0.624,0.376,2348,1414,3762
3112653,CAPITÃO ANDRADE,MG,0.441,0.559,1115,1414,2529
3138302,LEANDRO FERREIRA,MG,0.359,0.641,792,1412,2204
3163805,SÃO MIGUEL DO ANTA,MG,0.655,0.345,2670,1405,4075
3102704,CACHOEIRA DE PAJEÚ,MG,0.658,0.342,2698,1403,4101
3107703,BOM JESUS DO AMPARO,MG,0.549,0.451,1708,1401,3109
3138708,LUMINÁRIAS,MG,0.505,0.495,1427,1400,2827
3155900,RIO PRETO,MG,0.61,0.39,2188,1400,3588
3100807,AGUANIL,MG,0.436,0.564,1080,1399,2479
3135308,JAPARAÍBA,MG,0.392,0.608,898,1394,2292
3155207,RIO ESPERA,MG,0.578,0.422,1905,1392,3297
3166709,SERRA DOS AIMORÉS,MG,0.58,0.42,1899,1375,3274
3170651,VARGEM GRANDE DO RIO PARDO,MG,0.468,0.532,1207,1374,2581
3145059,NOVA PORTEIRINHA,MG,0.65,0.35,2539,1366,3905
3126307,FORTALEZA DE MINAS,MG,0.317,0.683,631,1360,1991
3156106,RITÁPOLIS,MG,0.527,0.473,1499,1347,2846
3156452,ROSÁRIO DA LIMEIRA,MG,0.593,0.407,1962,1346,3308
3141207,MATUTINA,MG,0.373,0.627,798,1343,2141
3127388,GOIANÁ,MG,0.47,0.53,1188,1342,2530
3170529,URUCUIA,MG,0.703,0.297,3170,1341,4511
3134509,ITUTINGA,MG,0.445,0.555,1074,1338,2412
3116803,COLUNA,MG,0.649,0.351,2463,1331,3794
3123304,DORES DO TURVO,MG,0.583,0.417,1854,1327,3181
3141900,MINDURI,MG,0.365,0.635,763,1326,2089
3139102,MADRE DE DEUS DE MINAS,MG,0.534,0.466,1516,1322,2838
3145356,NOVO ORIENTE DE MINAS,MG,0.715,0.285,3303,1315,4618
3122801,DOM VIÇOSO,MG,0.347,0.653,693,1302,1995
3165503,SARDOÁ,MG,0.515,0.485,1375,1295,2670
3165206,SÃO THOMÉ DAS LETRAS,MG,0.589,0.411,1848,1291,3139
3158409,SANTANA DE CATAGUASES,MG,0.446,0.554,1034,1284,2318
3138906,MACHACALIS,MG,0.639,0.361,2261,1280,3541
3161304,SÃO FRANCISCO DE SALES,MG,0.615,0.385,2042,1280,3322
3122355,DIVISA ALEGRE,MG,0.554,0.446,1586,1278,2864
3122454,DIVISÓPOLIS,MG,0.692,0.308,2856,1272,4128
3162450,SÃO JOÃO DAS MISSÕES,MG,0.777,0.223,4425,1271,5696
3126505,FRANCISCO BADARÓ,MG,0.66,0.34,2468,1270,3738
3108206,BONFINÓPOLIS DE MINAS,MG,0.578,0.422,1736,1267,3003
3170008,UBAÍ,MG,0.768,0.232,4193,1266,5459
3116308,CIPOTÂNEA,MG,0.577,0.423,1725,1263,2988
3135001,JAGUARAÇU,MG,0.395,0.605,823,1260,2083
3130051,ICARAÍ DE MINAS,MG,0.753,0.247,3828,1259,5087
3146404,PAINEIRAS,MG,0.524,0.476,1383,1254,2637
3115201,CONCEIÇÃO DA BARRA DE MINAS,MG,0.468,0.532,1098,1249,2347
3167905,TABULEIRO,MG,0.545,0.455,1490,1244,2734
3141306,MEDEIROS,MG,0.379,0.621,759,1243,2002
3115458,CATUJI,MG,0.731,0.269,3374,1242,4616
3148509,PAVÃO,MG,0.65,0.35,2306,1239,3545
3138500,LIBERDADE,MG,0.566,0.434,1604,1228,2832
3127370,GOIABEIRA,MG,0.361,0.639,689,1218,1907
3108800,BRAÚNAS,MG,0.527,0.473,1356,1216,2572
3115003,CASCALHO RICO,MG,0.419,0.581,878,1215,2093
3149200,PEDRINÓPOLIS,MG,0.431,0.569,916,1208,2124
3154408,RESSAQUINHA,MG,0.596,0.404,1776,1206,2982
3153004,PRATINHA,MG,0.347,0.653,641,1205,1846
3125200,FAMA,MG,0.366,0.634,693,1203,1896
3163300,SÃO JOSÉ DO DIVINO,MG,0.443,0.557,953,1197,2150
3154705,RIBEIRÃO VERMELHO,MG,0.448,0.552,967,1193,2160
3125408,FELÍCIO DOS SANTOS,MG,0.525,0.475,1317,1191,2508
3138104,LASSANCE,MG,0.639,0.361,2086,1179,3265
3161056,SÃO FÉLIX DE MINAS,MG,0.457,0.543,992,1178,2170
3124708,ESTRELA DO INDAIÁ,MG,0.35,0.65,631,1171,1802
3139250,MAMONAS,MG,0.688,0.312,2579,1169,3748
3108701,BRÁS PIRES,MG,0.55,0.45,1426,1166,2592
3101300,ALAGOA,MG,0.284,0.716,462,1165,1627
3166006,SENHORA DE OLIVEIRA,MG,0.67,0.33,2356,1160,3516
3154507,RIACHO DOS MACHADOS,MG,0.733,0.267,3166,1152,4318
3132602,ITAMARATI DE MINAS,MG,0.535,0.465,1322,1150,2472
3135605,JEQUITAÍ,MG,0.68,0.32,2440,1148,3588
3160009,SANTO ANTÔNIO DO AVENTUREIRO,MG,0.512,0.488,1205,1148,2353
3153103,PRESIDENTE BERNARDES,MG,0.647,0.353,2101,1145,3246
3121506,DESTERRO DO MELO,MG,0.493,0.507,1112,1142,2254
3150307,PIEDADE DO RIO GRANDE,MG,0.529,0.471,1275,1137,2412
3140209,MARIPÁ DE MINAS,MG,0.458,0.542,956,1132,2088
3122470,DOM BOSCO,MG,0.472,0.528,1012,1131,2143
3112208,CAPELA NOVA,MG,0.586,0.414,1600,1130,2730
3128501,GUARARÁ,MG,0.505,0.495,1150,1128,2278
3122702,DOM SILVÉRIO,MG,0.611,0.389,1756,1120,2876
3106507,BERILO,MG,0.76,0.24,3534,1118,4652
3159100,SANTANA DOS MONTES,MG,0.53,0.47,1257,1115,2372
3119807,CÓRREGO DANTA,MG,0.406,0.594,763,1114,1877
3161403,SÃO FRANCISCO DO GLÓRIA,MG,0.612,0.388,1749,1110,2859
3138658,LONTRA,MG,0.766,0.234,3635,1109,4744
3119500,CORONEL MURTA,MG,0.748,0.252,3276,1104,4380
3172103,VOLTA GRANDE,MG,0.602,0.398,1662,1098,2760
3114600,CARRANCAS,MG,0.497,0.503,1087,1098,2185
3140407,MARMELÓPOLIS,MG,0.411,0.589,762,1091,1853
3156601,RUBIM,MG,0.711,0.289,2673,1085,3758
3171402,VIEIRAS,MG,0.578,0.422,1484,1082,2566
3116209,CHIADOR,MG,0.44,0.56,851,1082,1933
3125804,FERNANDES TOURINHO,MG,0.363,0.637,614,1077,1691
3164100,SÃO PEDRO DO SUAÇUÍ,MG,0.606,0.394,1636,1064,2700
3165800,SENADOR JOSÉ BENTO,MG,0.307,0.693,472,1064,1536
3105707,BARRA LONGA,MG,0.681,0.319,2272,1063,3335
3116902,COMENDADOR GOMES,MG,0.395,0.605,691,1060,1751
3123106,DORES DE GUANHÃES,MG,0.641,0.359,1890,1059,2949
3104809,AUGUSTO DE LIMA,MG,0.565,0.435,1367,1053,2420
3154457,RIACHINHO,MG,0.687,0.313,2314,1052,3366
3153707,QUARTEL GERAL,MG,0.481,0.519,973,1049,2022
3144672,NOVA BELÉM,MG,0.528,0.472,1172,1049,2221
3146750,PALMÓPOLIS,MG,0.68,0.32,2222,1048,3270
3130804,INGAÍ,MG,0.448,0.552,837,1033,1870
3123809,ENGENHEIRO NAVARRO,MG,0.725,0.275,2719,1033,3752
3163409,SÃO JOSÉ DO GOIABAL,MG,0.638,0.362,1803,1025,2828
3160900,SÃO BRÁS DO SUAÇUÍ,MG,0.505,0.495,1047,1025,2072
3150539,PINGO D'ÁGUA,MG,0.575,0.425,1388,1024,2412
3145372,NOVORIZONTE,MG,0.625,0.375,1705,1023,2728
3161601,SÃO GERALDO DA PIEDADE,MG,0.541,0.459,1202,1020,2222
3157104,SALTO DA DIVISA,MG,0.648,0.352,1876,1018,2894
3163003,SÃO JOSÉ DA SAFIRA,MG,0.558,0.442,1285,1016,2301
3113107,CARANAÍBA,MG,0.486,0.514,961,1015,1976
3143450,MONTEZUMA,MG,0.7,0.3,2369,1014,3383
3110103,CAIANA,MG,0.611,0.389,1594,1014,2608
3121902,DIVINÉSIA,MG,0.63,0.37,1724,1013,2737
3136801,JURAMENTO,MG,0.658,0.342,1937,1005,2942
3157401,SANTA CRUZ DO ESCALVADO,MG,0.674,0.326,2081,1005,3086
3129400,IBERTIOGA,MG,0.699,0.301,2326,1003,3329
3117207,CONCEIÇÃO DAS PEDRAS,MG,0.434,0.566,766,997,1763
3164209,SÃO ROMÃO,MG,0.729,0.271,2669,992,3661
